OBJECTID,MUKEY,GIS_ID,TYPE,DESC_,SLOPE,TYPEDESC,SLOPEDESC,TYPE_ORIG,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
135,128664,SoilPly_151,U3,"Udorthents, Sandy", ,"Udorthents, Sandy", ,U3,{EFD34FFA-C12C-4B15-8253-600369E6303C},,,,,0,0
136,128650,SoilPly_152,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{A4042397-743F-4A5B-9A5D-2AA91F11171F},,,,,0,0
137,128630,SoilPly_153,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{9B414CB4-0302-481C-B56A-91BEDC6CBF84},,,,,0,0
138,128685,SoilPly_154,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{44DBF317-1F10-4531-BAD7-AEBEB62C28C3},,,,,0,0
139,128627,SoilPly_155,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{B81E679F-4A1A-4F8F-AD6D-960390A98665},,,,,0,0
140,128672,SoilPly_156,Ub,Urban Land, ,Urban Land, ,Ub,{92266302-B512-4696-B44E-7C7454460AE2},,,,,0,0
141,128650,SoilPly_157,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{D153CD3C-59E9-4B78-BDCE-DD6ED3009964},,,,,0,0
142,128580,SoilPly_158,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{098A1291-6C3C-463E-8ED2-61B69FC4DE9F},,,,,0,0
143,128579,SoilPly_159,Cd,"Chillum-urban land complex,  0 to 8 percent slopes",B,Chillum-urban land complex,0 to 8 percent slopes,CdB,{ADEEE21D-0F3B-40E8-932E-094408AD739B},,,,,0,0
144,128611,SoilPly_160,Gl,"Glenelg variant silt loam, 0 to 8 percent slopes",B,Glenelg variant silt loam,0 to 8 percent slopes,GlB,{A339D5AA-0989-42AF-A7E0-96BF5E58759F},,,,,0,0
145,128573,SoilPly_161,Bt,"Brandywine-urban land complex, 0 to 8 percent slopes",B,Brandywine-urban land complex,0 to 8 percent slopes,BtB,{F89838F5-B9F6-48BD-8DF6-032AE32049BF},,,,,0,0
146,128612,SoilPly_162,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{EF32C946-40FA-447B-9331-C74648897DF8},,,,,0,0
147,128608,SoilPly_163,Gh,"Glenelg-urban land complex, 0 to 8 percent slopes",B,Glenelg-urban land complex,0 to 8 percent slopes,GhB,{68FB5FD7-69FC-426B-AEFE-2D322BC659EF},,,,,0,0
148,128650,SoilPly_164,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{D51D994E-9E2A-470B-9380-59F7611A2F32},,,,,0,0
149,128627,SoilPly_165,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{A0E6EB0A-5658-4050-8E27-45B4C5FDA045},,,,,0,0
150,128649,SoilPly_166,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{81B3DE83-D8FF-486F-BB5F-9F9EB7611260},,,,,0,0
151,128627,SoilPly_167,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{53F6D54A-9C2E-41FF-BBAE-D7992A5BC593},,,,,0,0
152,128627,SoilPly_168,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{4828AEA4-1ED3-480A-B484-6AA6C08837FD},,,,,0,0
153,128574,SoilPly_169,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{79812885-FCAC-4DC0-85F2-8797337798FC},,,,,0,0
154,128631,SoilPly_170,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{3D561A9B-7820-46D8-A0DA-BB013EF29C13},,,,,0,0
155,128627,SoilPly_171,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{540BD165-B52C-4844-A3E5-A8778B1A5C74},,,,,0,0
156,128666,SoilPly_172,U5,"Udorthents, Clayey", ,"Udorthents, Clayey", ,U5,{E739BA96-C1A8-4D93-91B9-57A560405C56},,,,,0,0
157,128684,SoilPly_173,Us,"Urban land-Manor complex, 8 to 15 percent slopes",C,Urban land-Manor complex,8 to 15 percent slopes,UsC,{6EAFECA4-F606-48F0-AC3B-B04D2ACA0736},,,,,0,0
158,128628,SoilPly_174,Mb,"Manor loam, 15 to 40 percent slopes",D,Manor loam,15 to 40 percent slopes,MbD,{DA9EF229-13D1-4850-B956-E3689CD777DF},,,,,0,0
159,128580,SoilPly_175,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{DC3EDE26-6E55-485E-A3D2-79A288477434},,,,,0,0
160,128611,SoilPly_176,Gl,"Glenelg variant silt loam, 0 to 8 percent slopes",B,Glenelg variant silt loam,0 to 8 percent slopes,GlB,{72C7106B-32B7-4420-BA7A-9BC375569980},,,,,0,0
161,128609,SoilPly_177,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{DE07547F-3860-4CF0-8F84-702771E0AACA},,,,,0,0
162,128623,SoilPly_178,Km,"Keyport-urban land complex, 0 to 8 percent slopes",B,Keyport-urban land complex,0 to 8 percent slopes,KmB,{46904174-37E5-4795-9943-1F01C492292A},,,,,0,0
163,128612,SoilPly_179,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{37EAE749-0435-4B7E-9995-F34741767504},,,,,0,0
164,128576,SoilPly_180,Cc,"Chillum silt loam, 0 to 8 percent slopes",B,Chillum silt loam,0 to 8 percent slopes,CcB,{CF061ADB-1C3D-40C2-8E74-B4377B566075},,,,,0,0
165,128670,SoilPly_125,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{9FD4DEFB-B4AA-40BE-911C-4A9AF8AA7CF0},,,,,0,0
166,128627,SoilPly_126,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{BF5880BB-25CB-4A60-8737-2FE341288715},,,,,0,0
167,128646,SoilPly_127,Sc,"Sassafras gravelly sandy loam, 0 to 8 percent slopes",B,Sassafras gravelly sandy loam,0 to 8 percent slopes,ScB,{B0066D9F-D292-48B1-85DE-E5153940BD17},,,,,0,0
168,128672,SoilPly_128,Ub,Urban Land, ,Urban Land, ,Ub,{EECB4427-9CEA-436F-829A-42B93EE85B2C},,,,,0,0
169,128647,SoilPly_129,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{345EE3BE-187E-4243-B43C-4D83B76F6F9F},,,,,0,0
170,128588,SoilPly_130,Ck,Codorus Silt Loam, ,Codorus Silt Loam, ,Ck,{61AB0681-31E9-4217-A072-84B51BD7FCE2},,,,,0,0
171,128627,SoilPly_131,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{43635E7F-8279-43F2-8FA0-A0BF9E0CF6DA},,,,,0,0
172,128630,SoilPly_132,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{ADBFDA0B-4043-4C19-9490-9390C79B07A1},,,,,0,0
173,128608,SoilPly_133,Gh,"Glenelg-urban land complex, 0 to 8 percent slopes",B,Glenelg-urban land complex,0 to 8 percent slopes,GhB,{65CD87D2-F7A7-4700-BB65-67E4728891A0},,,,,0,0
174,128609,SoilPly_134,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{41E31587-2B4B-40D7-9B9C-F4FE69929F53},,,,,0,0
175,128612,SoilPly_135,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{7632731F-0548-4EAD-B59A-CA7C057E2E68},,,,,0,0
176,128627,SoilPly_136,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{7822F6B9-B556-45A1-9A67-BABE248E06B6},,,,,0,0
177,128650,SoilPly_137,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{00874F8E-9944-42D9-9E7F-BCBF69EA9691},,,,,0,0
178,128684,SoilPly_138,Us,"Urban land-Manor complex, 8 to 15 percent slopes",C,Urban land-Manor complex,8 to 15 percent slopes,UsC,{17DA9F60-7C3F-45E0-99BC-08590D9C0D5F},,,,,0,0
179,128628,SoilPly_139,Mb,"Manor loam, 15 to 40 percent slopes",D,Manor loam,15 to 40 percent slopes,MbD,{10195016-CF67-4D3C-990D-85AC8C584562},,,,,0,0
180,128627,SoilPly_140,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{D7EC538D-F0A4-4CAB-9879-FEF9D3F38D33},,,,,0,0
181,128646,SoilPly_202,Sc,"Sassafras gravelly sandy loam, 0 to 8 percent slopes",B,Sassafras gravelly sandy loam,0 to 8 percent slopes,ScB,{43EB8CFF-D5B5-415A-8B8B-385350D30503},,,,,0,0
182,128669,SoilPly_203,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{66BEEAED-5B8B-4768-A1D0-705F840070D7},,,,,0,0
183,128573,SoilPly_204,Bt,"Brandywine-urban land complex, 0 to 8 percent slopes",B,Brandywine-urban land complex,0 to 8 percent slopes,BtB,{241AFA19-1C73-4D19-9545-304CF49FA33E},,,,,0,0
184,128646,SoilPly_205,Sc,"Sassafras gravelly sandy loam, 0 to 8 percent slopes",B,Sassafras gravelly sandy loam,0 to 8 percent slopes,ScB,{1465FBFE-FDCD-4A2F-ABE6-A55EE95C45C1},,,,,0,0
185,128630,SoilPly_206,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{245AD92F-0812-4D3C-9073-9897B4133679},,,,,0,0
186,128573,SoilPly_207,Bt,"Brandywine-urban land complex, 0 to 8 percent slopes",B,Brandywine-urban land complex,0 to 8 percent slopes,BtB,{67137DA9-40E4-4904-82F4-59755FF06AF1},,,,,0,0
187,128630,SoilPly_208,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{34004979-2F07-45DC-BEE2-C2235CF58AC2},,,,,0,0
188,128608,SoilPly_209,Gh,"Glenelg-urban land complex, 0 to 8 percent slopes",B,Glenelg-urban land complex,0 to 8 percent slopes,GhB,{41EDE946-4365-44F1-81B9-710229441267},,,,,0,0
189,128627,SoilPly_210,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{5EF35DE0-8602-4BD0-976A-702DA53A79A7},,,,,0,0
190,128651,SoilPly_211,Sg,"Sassafras-urban land complex, 15 to 40 percent slopes",D,Sassafras-urban land complex,15 to 40 percent slopes,SgD,{F1CB5500-6610-4390-82B2-0DA738F26F1B},,,,,0,0
191,128649,SoilPly_212,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{2C1D29BA-A454-4D35-BDC6-54CBEF4E8F53},,,,,0,0
192,128691,SoilPly_213,Wp,"Woodstown-urban land complex, 0 to 8 percent slopes",B,Woodstown-urban land complex,0 to 8 percent slopes,WpB,{95D6EFB4-7482-47D0-9A4A-BA18E38F21A7},,,,,0,0
193,128649,SoilPly_214,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{8AD7DC7D-60A0-41F4-B243-2D06467712D3},,,,,0,0
194,128612,SoilPly_215,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{E813CCEF-2CC0-4ECD-AF48-A437F9DC59EF},,,,,0,0
195,128606,SoilPly_216,Gg,"Glenelg loam, 8 to 15 percent slopes",C,Glenelg loam,8 to 15 percent slopes,GgC,{67B7D311-DCD5-4A54-93EE-1B86B5443084},,,,,0,0
196,128631,SoilPly_217,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{E71C52A8-3C14-44DF-B617-C7350DAFF98D},,,,,0,0
197,128650,SoilPly_218,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{328BAC64-2042-45AD-9447-032946F8B87D},,,,,0,0
198,128686,SoilPly_219,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{45CDF59D-7926-4344-97A1-5C0828CEF821},,,,,0,0
199,128616,SoilPly_220,Jt,"Joppa gravelly sandy loam, 8 to 15 percent slopes",C,Joppa gravelly sandy loam,8 to 15 percent slopes,JtC,{28B357F2-3939-4E1F-8980-440F0FEA1C32},,,,,0,0
200,128672,SoilPly_221,Ub,Urban Land, ,Urban Land, ,Ub,{BD3820F8-0DF0-4AE6-AD9C-2530B564DAB4},,,,,0,0
201,128664,SoilPly_222,U3,"Udorthents, Sandy", ,"Udorthents, Sandy", ,U3,{B6696187-FF7E-494B-BDA2-4803A391CAA4},,,,,0,0
202,128669,SoilPly_223,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{0C1C357F-BB1B-411A-BFE9-93225A7F4BE8},,,,,0,0
203,128605,SoilPly_224,Gg,"Glenelg loam, 0 to 8 percent slopes",B,Glenelg loam,0 to 8 percent slopes,GgB,{959B58CD-B637-4C1D-B672-A7EDDC9D41BA},,,,,0,0
204,128648,SoilPly_225,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{2508068F-7825-41F4-8B72-31CB303F6811},,,,,0,0
205,128579,SoilPly_226,Cd,"Chillum-urban land complex,  0 to 8 percent slopes",B,Chillum-urban land complex,0 to 8 percent slopes,CdB,{122B9EFF-C87D-41E4-8EA7-61912AE2CF1D},,,,,0,0
206,128630,SoilPly_227,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{42004119-7113-4D5C-8E79-102500EBE92A},,,,,0,0
207,128670,SoilPly_228,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{5059E397-EC97-4E01-AA0F-66E031980B77},,,,,0,0
208,128685,SoilPly_229,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{D0B1A27E-BACF-426C-B012-886B2D82049D},,,,,0,0
209,128607,SoilPly_230,Gg,"Glenelg loam, 15 to 40 percent slopes",D,Glenelg loam,15 to 40 percent slopes,GgD,{77433E7F-9636-4261-ABA1-BF1D8D9ED49D},,,,,0,0
210,128672,SoilPly_231,Ub,Urban Land, ,Urban Land, ,Ub,{6219E501-C2B6-4504-961E-EFA55A110C5E},,,,,0,0
211,128628,SoilPly_232,Mb,"Manor loam, 15 to 40 percent slopes",D,Manor loam,15 to 40 percent slopes,MbD,{15FEDBC7-6A41-4E79-8500-FEAB66F8DD26},,,,,0,0
212,128611,SoilPly_233,Gl,"Glenelg variant silt loam, 0 to 8 percent slopes",B,Glenelg variant silt loam,0 to 8 percent slopes,GlB,{0C26BD69-48E0-419D-8FB3-5B8DA353F84C},,,,,0,0
213,128574,SoilPly_234,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{FDA80E5C-2027-4D09-B3BA-B14ADCFE09F6},,,,,0,0
214,128649,SoilPly_235,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{CAA8514D-8618-4C85-A4ED-AB3193646FDC},,,,,0,0
215,128687,SoilPly_236,Uy,"Urban land-Sunnyside complex, 8 to 15 percent slopes",C,Urban land-Sunnyside complex,8 to 15 percent slopes,UyC,{C79429EF-A59E-4D7D-BA3D-A31BF6814BB0},,,,,0,0
216,128647,SoilPly_237,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{5D787F99-F7BC-4E93-8E8E-8D30F499B8C6},,,,,0,0
217,128649,SoilPly_238,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{B6FCED5D-009B-4763-A7A1-1C4A328F4EB0},,,,,0,0
218,128650,SoilPly_239,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{DD9230DB-08B0-452C-922B-1148CE4B707B},,,,,0,0
219,128686,SoilPly_240,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{E6DFE2B9-7826-47A9-AFCA-23BD4D9951B0},,,,,0,0
220,128648,SoilPly_241,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{D2D7D09D-914D-4A98-97BF-C09AAC82BA0E},,,,,0,0
221,128672,SoilPly_242,Ub,Urban Land, ,Urban Land, ,Ub,{530C3B5B-49E4-48A9-9051-9CC22C93793B},,,,,0,0
222,128612,SoilPly_243,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{4CD077C3-F559-46B0-AF94-B900D815CDBB},,,,,0,0
223,128646,SoilPly_244,Sc,"Sassafras gravelly sandy loam, 0 to 8 percent slopes",B,Sassafras gravelly sandy loam,0 to 8 percent slopes,ScB,{E19B805A-6D4D-4394-92AB-B9CDB3E2ED59},,,,,0,0
224,128686,SoilPly_245,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{CC37B2B6-6A06-4AF3-9C03-274A56661325},,,,,0,0
225,128611,SoilPly_246,Gl,"Glenelg variant silt loam, 0 to 8 percent slopes",B,Glenelg variant silt loam,0 to 8 percent slopes,GlB,{69B364E8-7368-4E82-91CD-97FDB0CDDC09},,,,,0,0
226,128649,SoilPly_181,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{A08A64FC-CF63-47E5-BDA4-0500B90408AC},,,,,0,0
227,128650,SoilPly_182,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{699641DC-6BBA-43AC-92CF-FF2938B2E434},,,,,0,0
228,128669,SoilPly_183,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{36A9E94A-AF1C-48FC-8A3C-88E49B0B3D77},,,,,0,0
229,128588,SoilPly_184,Ck,Codorus Silt Loam, ,Codorus Silt Loam, ,Ck,{4FF721D1-738E-4FFC-88F8-70FFF8EFE297},,,,,0,0
230,128686,SoilPly_185,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{13C3FCF8-4C9A-49B7-BFE3-B725572B6C31},,,,,0,0
231,128609,SoilPly_186,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{C6F89E6C-43DD-4572-9F4D-562C99A83588},,,,,0,0
232,128646,SoilPly_187,Sc,"Sassafras gravelly sandy loam, 0 to 8 percent slopes",B,Sassafras gravelly sandy loam,0 to 8 percent slopes,ScB,{77EA1618-0836-4878-B930-1B142D1F2DFB},,,,,0,0
233,128647,SoilPly_188,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{152F6352-C509-4722-A250-562532214591},,,,,0,0
234,128650,SoilPly_189,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{A2FBF3E4-2269-4836-9D76-48C55F4018DA},,,,,0,0
235,128683,SoilPly_190,Us,"Urban land-Manor complex, 0 to 8 percent slopes",B,Urban land-Manor complex,0 to 8 percent slopes,UsB,{B20FD7B8-E61C-46D3-8045-D0925F531D77},,,,,0,0
236,128656,SoilPly_191,Sp,"Sunnyside-urban land complex, 8 to 15 percent slopes",C,Sunnyside-urban land complex,8 to 15 percent slopes,SpC,{9B061716-A08A-4058-BEAA-1545AFA700F3},,,,,0,0
237,128589,SoilPly_192,Cn,Codorus - Urban Land Complex, ,Codorus - Urban Land Complex, ,Cn,{51077B45-36CF-41C4-92DB-0BD3C1AE5960},,,,,0,0
238,128670,SoilPly_193,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{D7433308-3D58-41DC-A3E8-E57170B6C95F},,,,,0,0
239,128665,SoilPly_194,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{BC773AD7-CC31-481B-95AC-1EB1B87687B8},,,,,0,0
240,128646,SoilPly_195,Sc,"Sassafras gravelly sandy loam, 0 to 8 percent slopes",B,Sassafras gravelly sandy loam,0 to 8 percent slopes,ScB,{98C19890-8D14-45A3-868B-D4CBFD006C4F},,,,,0,0
241,128628,SoilPly_196,Mb,"Manor loam, 15 to 40 percent slopes",D,Manor loam,15 to 40 percent slopes,MbD,{D11E3398-D4F9-4807-9DD9-DCA5BE444F09},,,,,0,0
242,128670,SoilPly_197,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{BD13CF4D-4B7C-4F1E-9BEB-8C3607085887},,,,,0,0
243,128688,SoilPly_198,Uz,"Urban land-Woodstown complex, 0 to 8 percent slopes",B,Urban land-Woodstown complex,0 to 8 percent slopes,UzB,{4B8AD2FD-C244-4FD9-A8B5-5FF75E1DF9FB},,,,,0,0
244,128605,SoilPly_199,Gg,"Glenelg loam, 0 to 8 percent slopes",B,Glenelg loam,0 to 8 percent slopes,GgB,{A62BAEF5-501D-4AA0-A851-867E05685419},,,,,0,0
245,128577,SoilPly_200,Cc,"Chillum silt loam, 8 to 15 percent slopes",C,Chillum silt loam,8 to 15 percent slopes,CcC,{882DCB3D-2F52-4BA2-AEC7-2BC8B0B1FD18},,,,,0,0
246,128647,SoilPly_201,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{870FD3EF-3D71-4079-9E64-5CB05E5A5199},,,,,0,0
247,128647,SoilPly_268,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{86B117CB-FA35-44F8-B472-CF9A6CD76E05},,,,,0,0
248,128656,SoilPly_269,Sp,"Sunnyside-urban land complex, 8 to 15 percent slopes",C,Sunnyside-urban land complex,8 to 15 percent slopes,SpC,{07BB2443-A079-438B-B004-E55F774FBF7E},,,,,0,0
249,128612,SoilPly_270,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{5A63CF76-45AF-4650-8C33-A23ECED5305B},,,,,0,0
250,128649,SoilPly_271,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{2ECC0BA6-E482-45AA-AA6A-46A1D0CBCC4E},,,,,0,0
251,128612,SoilPly_272,GmB,Iuka - Sandy Loam,B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{05504F72-E24A-45EA-B982-89DEBA2468CA},,,,,0,0
252,128631,SoilPly_273,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{8779A821-38B3-46FC-9B6F-012AA1B4DD8E},,,,,0,0
253,128665,SoilPly_274,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{02B63BFE-D371-4F37-9765-BBC0D865A3AD},,,,,0,0
254,128691,SoilPly_275,Wp,"Woodstown-urban land complex, 0 to 8 percent slopes",B,Woodstown-urban land complex,0 to 8 percent slopes,WpB,{6B6BB5B6-CEAA-4FB7-9E14-69A25591D1A3},,,,,0,0
255,128685,SoilPly_276,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{20253C2D-6776-4159-B95D-ED46E9968088},,,,,0,0
256,128665,SoilPly_277,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{0F90968A-8FF3-41C4-9CA8-095313A380D8},,,,,0,0
257,128564,SoilPly_278,As,"Ashe loam, 15 to 40 percent slopes",D,Ashe loam,15 to 40 percent slopes,AsD,{D8AAFD57-BC90-4545-9C51-20CE2DA7D591},,,,,0,0
258,128563,SoilPly_279,As,"Ashe loam, 8 to 15 percent slopes",C,Ashe loam,8 to 15 percent slopes,AsC,{5E6BC215-27A8-478E-B72D-C2539FBD87C6},,,,,0,0
259,128665,SoilPly_280,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{F2D4618E-3E48-4014-9B69-4D67D9B54AB5},,,,,0,0
260,128628,SoilPly_281,Mb,"Manor loam, 15 to 40 percent slopes",D,Manor loam,15 to 40 percent slopes,MbD,{46DB493F-EF15-4333-9589-A6E03355DA63},,,,,0,0
261,128631,SoilPly_282,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{8CE8042D-1D7A-4CCA-966C-D8BD2B315094},,,,,0,0
262,128649,SoilPly_283,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{F58F9849-53F0-4B80-BFD8-827D23711DBF},,,,,0,0
263,128648,SoilPly_284,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{9923407E-3ABF-427A-9D64-CD78CAC9099D},,,,,0,0
264,128622,SoilPly_285,Ke,"Keyport fine sandy loam, 8 to 15 percent slopes",C,Keyport fine sandy loam,8 to 15 percent slopes,KeC,{64EB2331-A12B-4977-9769-2AF53362B24A},,,,,0,0
265,128632,SoilPly_286,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{24E8DA3F-F9DA-482B-B705-12B7337E7C0C},,,,,0,0
266,128669,SoilPly_287,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{F7883AF1-266B-4066-969F-EA2861B6018E},,,,,0,0
267,128687,SoilPly_288,Uy,"Urban land-Sunnyside complex, 8 to 15 percent slopes",C,Urban land-Sunnyside complex,8 to 15 percent slopes,UyC,{002C3C45-17E5-4FBA-B1FA-904DC3473E21},,,,,0,0
